COUNTY_CODE,COUNTY_NAME,DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,GRADESPAN,PRINCIPAL_NAME,ADDRESS,CITY_STATE_ZIP,PHONE,EMAIL,WEBSITE,FACEBOOK,TWITTER,CountyCode_x,CountyName_x,DistrictCode_x,DistrictName_x,SchoolCode_x,SchoolName_x,StudentGroup,SummativeScore_x,CutOffScoreTargetedSupImp,Targeted_LowPerf,ELAProf_MetTarget,MathProf_MetTarget,Grad4YR_MetTarget,Grad5YR_MetTarget,ELAGrowth_MetStandard,MathGrowth_MetStandard,ELP_MetTarget,CA_MetAverage,Targeted_ConsUnderPerf,CountyCode_y,CountyName_y,DistrictCode_y,DistrictName_y,SchoolCode_y,SchoolName_y,SummativeRating,SummativeScore
11,CUMBERLAND,0540,BRIDGETON CITY,020,BRIDGETON HIGH SCHOOL,09-12,MRS. DOLENTE,111 N WEST AVENUE,BRIDGETON NJ 08302,(856)455-8030,CDOLENTE@BRIDGETON.K12.NJ.US,https://www.bridgeton.k12.nj.us,https://www.facebook.com/bridgetonpublicschools,,11,CUMBERLAND,0540,BRIDGETON CITY,020,BRIDGETON HIGH SCHOOL,Schoolwide,,N,No,Not Met,Not Met,Not Met,Met Target,**,**,Not Met,Not Met,No,11,CUMBERLAND,0540,BRIDGETON CITY,020,BRIDGETON HIGH SCHOOL,5.73,11.3
11,CUMBERLAND,0540,BRIDGETON CITY,030,BROAD STREET SCHOOL,KG-08,MS. GUESS,251 WEST BROAD STREET,BRIDGETON NJ 08302,(856)455-8030,BGUESS@BRIDGETON.K12.NJ.US,https://www.bridgeton.k12.nj.us,https://www.facebook.com/bridgetonpublicschools,,11,CUMBERLAND,0540,BRIDGETON CITY,030,BROAD STREET SCHOOL,Schoolwide,,N,No,Met Target,Met Target†,N,N,Met Standard,Met Standard,Met Target†,Met,No,11,CUMBERLAND,0540,BRIDGETON CITY,030,BROAD STREET SCHOOL,16.17,27.99
11,CUMBERLAND,0540,BRIDGETON CITY,050,BUCKSHUTEM ROAD SCHOOL,KG-08,MR. MACCHIA,550 BUCKSHUTEM ROAD,BRIDGETON NJ 08302-9501,(856)455-8030,DMACCHIA@BRIDGETON.K12.NJ.US,https://www.bridgeton.k12.nj.us,https://www.facebook.com/bridgetonpublicschools,,11,CUMBERLAND,0540,BRIDGETON CITY,050,BUCKSHUTEM ROAD SCHOOL,Schoolwide,,N,No,Not Met,Not Met,N,N,Met Standard,Not Met,Met Target,Met,No,11,CUMBERLAND,0540,BRIDGETON CITY,050,BUCKSHUTEM ROAD SCHOOL,10.25,22.18
11,CUMBERLAND,0540,BRIDGETON CITY,055,CHERRY STREET SCHOOL,KG-08,MR. SPENCER,11 CHERRY STREET,BRIDGETON NJ 08302,(856)455-8030,TSPENCER@BRIDGETON.K12.NJ.US,https://www.bridgeton.k12.nj.us,https://www.facebook.com/bridgetonpublicschools,,11,CUMBERLAND,0540,BRIDGETON CITY,055,CHERRY STREET SCHOOL,Schoolwide,,N,No,Met Target,Met Target†,N,N,Met Standard,Met Standard,Met Target†,Not Met,No,11,CUMBERLAND,0540,BRIDGETON CITY,055,CHERRY STREET SCHOOL,6.58,17.7
11,CUMBERLAND,0540,BRIDGETON CITY,060,INDIAN AVE SCHOOL,KG-08,MR. BROWN,399 INDIAN AVENUE,BRIDGETON NJ 08302,(856)455-8030,KBROWN@BRIDGETON.K12.NJ.US,https://www.bridgeton.k12.nj.us,https://www.facebook.com/bridgetonpublicschools,,11,CUMBERLAND,0540,BRIDGETON CITY,060,INDIAN AVE SCHOOL,Schoolwide,,N,No,Met Target,Not Met,N,N,Met Standard,Not Met,Exceeds Target,Met,Yes,11,CUMBERLAND,0540,BRIDGETON CITY,060,INDIAN AVE SCHOOL,23.64,33.63
11,CUMBERLAND,0540,BRIDGETON CITY,100,QUARTER MILE LANE SCHOOL,PK-08,DR. DAWSON,300 QUARTER MILE LANE,BRIDGETON NJ 08302,(856)455-8030,RDAWSON@BRIDGETON.K12.NJ.US,https://www.bridgeton.k12.nj.us,https://www.facebook.com/bridgetonpublicschools,,11,CUMBERLAND,0540,BRIDGETON CITY,100,QUARTER MILE LANE SCHOOL,Schoolwide,,N,No,Not Met,Not Met,N,N,Met Standard,Met Standard,Met Target†,Met,No,11,CUMBERLAND,0540,BRIDGETON CITY,100,QUARTER MILE LANE SCHOOL,10.6,22.36
11,CUMBERLAND,0540,BRIDGETON CITY,130,WEST AVENUE SCHOOL,KG-08,MR. HULL,51 NORTH WEST AVENUE,BRIDGETON NJ 08302-1388,(856)455-8030,SHULL@BRIDGETON.K12.NJ.US,https://www.bridgeton.k12.nj.us,https://www.facebook.com/bridgetonpublicschools,,11,CUMBERLAND,0540,BRIDGETON CITY,130,WEST AVENUE SCHOOL,Schoolwide,,N,Yes,Not Met,Not Met,N,N,Not Met,Not Met,Met Target,Not Met,No,11,CUMBERLAND,0540,BRIDGETON CITY,130,WEST AVENUE SCHOOL,4.03,13.82
11,CUMBERLAND,0950,COMMERCIAL TWP,025,HALEYVILLE-MAURICETOWN ELEMENTARY SCHOOL,PK-05,MRS. SMITH,1308 NORTH AVENUE,PORT NORRIS NJ 08349-9801,(856)785-0222,JEAN.SMITH@COMMERCIALSCHOOLS.ORG,https://www.commercialschools.org,https://www.facebook.com/CTSchools1/,https://twitter.com/CTSchools,11,CUMBERLAND,0950,COMMERCIAL TWP,025,HALEYVILLE-MAURICETOWN ELEMENTARY SCHOOL,Schoolwide,,N,Yes,Not Met,Not Met,N,N,Not Met,Met Standard,N,Not Met,No,11,CUMBERLAND,0950,COMMERCIAL TWP,025,HALEYVILLE-MAURICETOWN ELEMENTARY SCHOOL,1.48,7.84
11,CUMBERLAND,0950,COMMERCIAL TWP,050,PORT NORRIS MIDDLE SCHOOL,06-08,MRS. SMITH,6812 BROWN STREET,PORT NORRIS NJ 08349-9620,(856)785-1611,JEAN.SMITH@COMMERCIALSCHOOLS.ORG,https://www.commercialschools.org,https://www.facebook.com/CTSchools1/,https://twitter.com/ctschools,11,CUMBERLAND,0950,COMMERCIAL TWP,050,PORT NORRIS MIDDLE SCHOOL,Schoolwide,,N,Yes,Not Met,Not Met,N,N,Not Met,Not Met,N,Not Met,Yes,11,CUMBERLAND,0950,COMMERCIAL TWP,050,PORT NORRIS MIDDLE SCHOOL,0.95,5.79
11,CUMBERLAND,0997,CUMBERLAND REGIONAL,030,CUMBERLAND REGIONAL HIGH SCHOOL,09-12,MR. AIELLO,90 SILVER LAKE ROAD,BRIDGETON NJ 08302,(856)451-9400,AIELLO@CRHSD.ORG,https://www.crhsd.org,https://www.facebook.com/CRHSD/,https://twitter.com/crhsd,11,CUMBERLAND,0997,CUMBERLAND REGIONAL,030,CUMBERLAND REGIONAL HIGH SCHOOL,Schoolwide,,N,No,Met Target†,Not Met,Not Met,Not Met,**,**,**,Not Met,No,11,CUMBERLAND,0997,CUMBERLAND REGIONAL,030,CUMBERLAND REGIONAL HIGH SCHOOL,15.19,22.18
11,CUMBERLAND,1020,DEERFIELD TWP,040,DEERFIELD TOWNSHIP SCHOOL,PK-08,MRS. STEINHAUER-KULA,419  MORTON AVE,ROSENHAYN NJ 08352-0375,(856)451-6610,mkula@deerfield.k12.nj.us,http://www.deerfield.k12.nj.us/,,,11,CUMBERLAND,1020,DEERFIELD TWP,040,DEERFIELD TOWNSHIP SCHOOL,Schoolwide,,N,No,Met Target†,Met Target†,N,N,Met Standard,Met Standard,**,Met,No,11,CUMBERLAND,1020,DEERFIELD TWP,040,DEERFIELD TOWNSHIP SCHOOL,28.38,36.55
11,CUMBERLAND,1120,DOWNE TWP,045,DOWNE TOWNSHIP ELEMENTARY SCHOOL,PK-08,MS. MILLER,220 MAIN ST,NEWPORT NJ 08345-9711,(856)447-4673,SMILLER@DOWNESCHOOL.ORG,https://www.downeschool.org,,,11,CUMBERLAND,1120,DOWNE TWP,045,DOWNE TOWNSHIP ELEMENTARY SCHOOL,Schoolwide,,N,No,Met Target†,Met Target,N,N,Met Standard,Met Standard,N,Met,No,11,CUMBERLAND,1120,DOWNE TWP,045,DOWNE TOWNSHIP ELEMENTARY SCHOOL,8.18,19.55
11,CUMBERLAND,1460,FAIRFIELD TWP,070,FAIRFIELD TOWNSHIP SCHOOL,PK-08,DR. KNOX,375 GOULDTOWN  WOODRUFF ROAD,BRIDGETON NJ 08302,(856)453-1882,MKNOX@FAIRFIELD.K12.NJ.US,http://http://fairfield.k12.nj.us/,,,11,CUMBERLAND,1460,FAIRFIELD TWP,070,FAIRFIELD TOWNSHIP SCHOOL,Schoolwide,,N,No,Not Met,Not Met,N,N,Met Standard,Met Standard,**,Met,No,11,CUMBERLAND,1460,FAIRFIELD TWP,070,FAIRFIELD TOWNSHIP SCHOOL,20.79,31.36
11,CUMBERLAND,1820,GREENWICH TWP,060,MORRIS GOODWIN SCHOOL,KG-08,MR. KLUG,839 YE GREATE STREET,GREENWICH NJ 08323-0360,(856)451-5513,JOHN.KLUG@MORRISGOODWINSCHOOL.ORG,http://www.greenwichstowcreekpartnershipschools.org/,,,11,CUMBERLAND,1820,GREENWICH TWP,060,MORRIS GOODWIN SCHOOL,Schoolwide,,N,No,Met Target,Met Target,N,N,Met Standard,Exceeds Standard,N,Met,No,11,CUMBERLAND,1820,GREENWICH TWP,060,MORRIS GOODWIN SCHOOL,86.2,75.43
11,CUMBERLAND,2270,HOPEWELL TWP,060,HOPEWELL CREST,KG-08,MRS. LAMMERSEN,122 SEWALL ROAD,BRIDGETON NJ 08302-8503,(856)451-9203,MPRICE@HOPEWELLCREST.ORG,http://www.hopewellcrest.org/hwc/,http://facebook.com/hopewellcrest.org,http://twitter.com/hopewellcrest.org,11,CUMBERLAND,2270,HOPEWELL TWP,060,HOPEWELL CREST,Schoolwide,,N,No,Met Target†,Met Target,N,N,Met Standard,Met Standard,**,Met,No,11,CUMBERLAND,2270,HOPEWELL TWP,060,HOPEWELL CREST,30.98,38.65
11,CUMBERLAND,2570,LAWRENCE TWP,030,MYRON L. POWELL ELEMENTARY SCHOOL,PK-08,DR. MAGAN,225 MAIN STREET,CEDARVILLE NJ 08311,(856)447-4237,SMAGAN@MYRONLPOWELL.ORG,http://www.myronlpowell.org,,,11,CUMBERLAND,2570,LAWRENCE TWP,030,MYRON L. POWELL ELEMENTARY SCHOOL,Schoolwide,,N,No,Met Target,Met Target†,N,N,Met Standard,Met Standard,**,Not Met,No,11,CUMBERLAND,2570,LAWRENCE TWP,030,MYRON L. POWELL ELEMENTARY SCHOOL,29.56,37.53
11,CUMBERLAND,3050,MAURICE RIVER TWP,065,MAURICE RIVER TOWNSHIP SCHOOL,PK-08,MR. KAPPELER,3593 RT 47,PORT ELIZABETH NJ 08348-0464,(856)825-7411,WKAPPELER@MRTSCHOOL.COM,https://sites.google.com/mrtes.com/mrtes,,,11,CUMBERLAND,3050,MAURICE RIVER TWP,065,MAURICE RIVER TOWNSHIP SCHOOL,Schoolwide,,N,No,Met Target†,Not Met,N,N,Met Standard,Met Standard,N,Not Met,No,11,CUMBERLAND,3050,MAURICE RIVER TWP,065,MAURICE RIVER TOWNSHIP SCHOOL,14.16,26.25
11,CUMBERLAND,3230,MILLVILLE CITY,065,R. M. BACON ELEMENTARY SCHOOL,KG-05,MR. COYLE,501 SOUTH THIRD STREET,MILLVILLE NJ 08332,(856)327-6100,MICHAEL.COYLE@MILLVILLE.ORG,http://www.millville.org,https://www.facebook.com/pages/BaconElementary/1001543699875440?rf=151635411513737,,11,CUMBERLAND,3230,MILLVILLE CITY,065,R. M. BACON ELEMENTARY SCHOOL,Schoolwide,,N,Yes,Not Met,Not Met,N,N,Not Met,Not Met,N,Not Met,No,11,CUMBERLAND,3230,MILLVILLE CITY,065,R. M. BACON ELEMENTARY SCHOOL,0.89,5.78
11,CUMBERLAND,3230,MILLVILLE CITY,075,HOLLY HEIGHTS ELEMENTARY SCHOOL,KG-05,MR. SAUL,2509 E MAIN ST,MILLVILLE NJ 08332-9639,(856)293-2200,STEPHEN.SAUL@MILLVILLE.ORG,https://www.millville.org,https://www.facebook.com/pages/Holly-Heights/743246759055859?rf=142104222503170,,11,CUMBERLAND,3230,MILLVILLE CITY,075,HOLLY HEIGHTS ELEMENTARY SCHOOL,Schoolwide,,N,Yes,Not Met,Not Met,N,N,Not Met,Not Met,N,Not Met,No,11,CUMBERLAND,3230,MILLVILLE CITY,075,HOLLY HEIGHTS ELEMENTARY SCHOOL,1.24,7.24
11,CUMBERLAND,3230,MILLVILLE CITY,077,LAKESIDE MIDDLE SCHOOL,06-08,DR. COOK,2 N  SHARP ST,MILLVILLE NJ 08332,(856)293-2420,SPIKE.COOK@MILLVILLE.ORG,https://www.millville.org,https://www.facebook.com/Lakeside-Middle-School-OFFICIAL-197867873687025/,,11,CUMBERLAND,3230,MILLVILLE CITY,077,LAKESIDE MIDDLE SCHOOL,Schoolwide,,N,Yes,Not Met,Not Met,N,N,Not Met,Met Standard,**,Not Met,No,11,CUMBERLAND,3230,MILLVILLE CITY,077,LAKESIDE MIDDLE SCHOOL,1.95,8.76
11,CUMBERLAND,3230,MILLVILLE CITY,080,MOUNT PLEASANT ELEMENTARY SCHOOL,KG-05,MS. JENKINS,100 CARMEL RD,MILLVILLE NJ 08332,(856)293-2220,ARLENE.JENKINS@MILLVILLE.ORG,https://www.millville.org,,,11,CUMBERLAND,3230,MILLVILLE CITY,080,MOUNT PLEASANT ELEMENTARY SCHOOL,Schoolwide,,N,No,Met Target†,Not Met,N,N,Not Met,Met Standard,N,Met,No,11,CUMBERLAND,3230,MILLVILLE CITY,080,MOUNT PLEASANT ELEMENTARY SCHOOL,17.24,29.02
11,CUMBERLAND,3230,MILLVILLE CITY,085,RIECK AVENUE ELEMENTARY SCHOOL,KG-05,DR. ROBINSON,339 RIECK AVENUE,MILLVILLE NJ 08332,(856)293-2345,BRIAN.ROBINSON@MILLVILLE.ORG,https://www.millville.org,https://www.facebook.com/rieckave,,11,CUMBERLAND,3230,MILLVILLE CITY,085,RIECK AVENUE ELEMENTARY SCHOOL,Schoolwide,,N,No,Not Met,Not Met,N,N,Met Standard,Met Standard,Not Met,Not Met,No,11,CUMBERLAND,3230,MILLVILLE CITY,085,RIECK AVENUE ELEMENTARY SCHOOL,15.11,27.28
11,CUMBERLAND,3230,MILLVILLE CITY,100,SILVER RUN ELEMENTARY SCHOOL,KG-05,MR. REISSEK,301 SILVER RUN ROAD,MILLVILLE NJ 08332,(856)293-2470,ERIC.REISSEK@MILLVILLE.ORG,https://www.millville.org,https://www.facebook.com/SilverRunMPS/,,11,CUMBERLAND,3230,MILLVILLE CITY,100,SILVER RUN ELEMENTARY SCHOOL,Schoolwide,,N,No,Met Target†,Not Met,N,N,Met Standard,Met Standard,N,Not Met,No,11,CUMBERLAND,3230,MILLVILLE CITY,100,SILVER RUN ELEMENTARY SCHOOL,7.23,18.89
11,CUMBERLAND,5070,STOW CREEK TWP,050,STOW CREEK TOWNSHIP SCHOOL,KG-08,MR. KLUG,11 GUM TREE CORNER ROAD,BRIDGETON NJ 08323-8951,(856)455-1717,JOHN.KLUG@STOWCREEKSCHOOL.COM,http://www.greenwichstowcreekpartnershipschools.org/,,,11,CUMBERLAND,5070,STOW CREEK TWP,050,STOW CREEK TOWNSHIP SCHOOL,Schoolwide,,N,No,Met Target,Met Target,N,N,Met Standard,Met Standard,N,Met,No,11,CUMBERLAND,5070,STOW CREEK TWP,050,STOW CREEK TOWNSHIP SCHOOL,52.61,52.1
11,CUMBERLAND,5300,UPPER DEERFIELD TWP,060,ELIZABETH F. MOORE SCHOOL,04-05,MRS. LEDYARD,1361 HIGHWAY 77,SEABROOK NJ 08302-4261,(856)455-2267,LEDYARDB@UDTS.ORG,https://udts.org,,,11,CUMBERLAND,5300,UPPER DEERFIELD TWP,060,ELIZABETH F. MOORE SCHOOL,Schoolwide,,N,No,Met Target†,Not Met,N,N,Met Standard,Met Standard,**,Not Met,No,11,CUMBERLAND,5300,UPPER DEERFIELD TWP,060,ELIZABETH F. MOORE SCHOOL,13.09,25.12
11,CUMBERLAND,5300,UPPER DEERFIELD TWP,070,WOODRUFF MIDDLE SCHOOL,06-08,MR. HILL,1385 HIGHWAY 77,SEABROOK NJ 08302-4261,(856)455-2267,HILLH@UDTS.ORG,https://udts.org,,,11,CUMBERLAND,5300,UPPER DEERFIELD TWP,070,WOODRUFF MIDDLE SCHOOL,Schoolwide,,N,No,Met Target†,Not Met,N,N,Met Standard,Exceeds Standard,**,Not Met,No,11,CUMBERLAND,5300,UPPER DEERFIELD TWP,070,WOODRUFF MIDDLE SCHOOL,44.73,47.15
11,CUMBERLAND,5390,VINELAND CITY,050,VINELAND SENIOR HIGH SCHOOL,09-12,MRS. DEMARCHI,2880 E CHESTNUT AVE,VINELAND NJ 08360-6144,(856)794-6800,SDEMARCHI@VINELAND.ORG,http://www.vineland.org/vineland-high/,,,11,CUMBERLAND,5390,VINELAND CITY,050,VINELAND SENIOR HIGH SCHOOL,Schoolwide,,N,Yes,Not Met,Not Met,Not Met,Not Met,**,**,Met Target†,Not Met,Yes,11,CUMBERLAND,5390,VINELAND CITY,050,VINELAND SENIOR HIGH SCHOOL,7.16,12.92
11,CUMBERLAND,5390,VINELAND CITY,060,VETERANS MEMORIAL MIDDLE,06-08,MRS. JOHNSON,424 S MAIN RD,VINELAND NJ 08360-7843,(856)794-6918,HJOHNSON@VINELAND.ORG,http://www.vineland.org/veterans-memorial/,https://www.facebook.com/Veterans-Memorial-Intermediate-School-1759998650918186/,https://twitter.com/SGTRoary,11,CUMBERLAND,5390,VINELAND CITY,060,VETERANS MEMORIAL MIDDLE,Schoolwide,,N,Yes,Not Met,Not Met,N,N,Not Met,Met Standard,**,Not Met,No,11,CUMBERLAND,5390,VINELAND CITY,060,VETERANS MEMORIAL MIDDLE,5.57,16.39
11,CUMBERLAND,5390,VINELAND CITY,065,ANTHONY ROSSI MIDDLE SCHOOL,06-08,MRS. HEER,2572 PALERMO AVE,VINELAND NJ 08360-7309,(856)794-6961,CHEER@VINELAND.ORG,http://www.vineland.org/anthony-rossi/,https://www.facebook.com/Anthony-Rossi-Elementary-School-273082933522282/,,11,CUMBERLAND,5390,VINELAND CITY,065,ANTHONY ROSSI MIDDLE SCHOOL,Schoolwide,,N,No,Not Met,Not Met,N,N,Not Met,Met Standard,**,Not Met,No,11,CUMBERLAND,5390,VINELAND CITY,065,ANTHONY ROSSI MIDDLE SCHOOL,5.81,16.92
11,CUMBERLAND,5390,VINELAND CITY,075,GLORIA M SABATER ELEMENTARY SCHOOL,KG-05,MR. DUBOIS,301 SOUTH EAST BLVD,VINELAND NJ 08360-3001,(856)641-8502,JDUBOIS@VINELAND.ORG,http://www.vineland.org/sabater/,https://www.facebook.com/Gloria-M-Sabater-Elementary-School-257652671578281/,,11,CUMBERLAND,5390,VINELAND CITY,075,GLORIA M SABATER ELEMENTARY SCHOOL,Schoolwide,,N,No,Met Target†,Met Target†,N,N,Met Standard,Met Standard,Not Met,Not Met,No,11,CUMBERLAND,5390,VINELAND CITY,075,GLORIA M SABATER ELEMENTARY SCHOOL,8.89,20.36
11,CUMBERLAND,5390,VINELAND CITY,095,DANE BARSE ELEMENTARY SCHOOL,KG-05,MR. CAMARDO,240 S ORCHARD RD,VINELAND NJ 08360-4337,(856)794-6940,JCAMARDO@VINELAND.ORG,http://www.vineland.org/dane-barse/,https://www.facebook.com/DaneBarsePTO/,https://twitter.com/BarseDane,11,CUMBERLAND,5390,VINELAND CITY,095,DANE BARSE ELEMENTARY SCHOOL,Schoolwide,,N,No,Met Target,Met Target†,N,N,Not Met,Not Met,Met Target†,Met,No,11,CUMBERLAND,5390,VINELAND CITY,095,DANE BARSE ELEMENTARY SCHOOL,18.19,29.61
11,CUMBERLAND,5390,VINELAND CITY,115,JOHN H. WINSLOW ELEMENTARY SCHOOL,KG-05,MS. BRAXTON,1335 MAGNOLIA RD,VINELAND NJ 08360-6578,(856)794-6973,RBRAXTON@VINELAND.ORG,http://www.vineland.org/john-h-winslow/,https://www.facebook.com/Dr.JohnH.WinslowSchool/,,11,CUMBERLAND,5390,VINELAND CITY,115,JOHN H. WINSLOW ELEMENTARY SCHOOL,Schoolwide,,N,No,Met Target,Met Target,N,N,Met Standard,Exceeds Standard,**,Not Met,No,11,CUMBERLAND,5390,VINELAND CITY,115,JOHN H. WINSLOW ELEMENTARY SCHOOL,73.05,64.69
11,CUMBERLAND,5390,VINELAND CITY,120,JOHNSTONE ELEMENTARY SCHOOL,KG-05,MR. DUBOIS,165 S  BREWSTER RD,VINELAND NJ 08361-7871,(856)794-6967,JDUBOIS@VINELAND.ORG,http://www.vineland.org/johnstone/,,,11,CUMBERLAND,5390,VINELAND CITY,120,JOHNSTONE ELEMENTARY SCHOOL,Schoolwide,,N,Yes,Not Met,Not Met,N,N,Not Met,Met Standard,Met Target†,Not Met,No,11,CUMBERLAND,5390,VINELAND CITY,120,JOHNSTONE ELEMENTARY SCHOOL,13.03,24.75
11,CUMBERLAND,5390,VINELAND CITY,135,MARIE DURAND ELEMENTARY SCHOOL,KG-05,MR. GRECO,371 W FOREST GROVE RD,VINELAND NJ 08360-2060,(856)794-6929,DGRECO@VINELAND.ORG,http://www.vineland.org/marie-durand/,https://www.facebook.com/durand.pto.9,https://twitter.com/durand_school?lang=en,11,CUMBERLAND,5390,VINELAND CITY,135,MARIE DURAND ELEMENTARY SCHOOL,Schoolwide,,N,Yes,Met Target,Not Met,N,N,Met Standard,Met Standard,**,Not Met,Yes,11,CUMBERLAND,5390,VINELAND CITY,135,MARIE DURAND ELEMENTARY SCHOOL,5.69,16.57
11,CUMBERLAND,5390,VINELAND CITY,230,SOLVE D'IPPOLITO ELEMENTARY SCHOOL,KG-05,MRS. MORANO,1578 NORTH VALLEY AVE,VINELAND NJ 08360-2431,(856)794-6934,SMORANO@VINELAND.ORG,http://www.vineland.org/dippolito/,https://www.facebook.com/DIppolito-Elementary-School-220521771812950/,,11,CUMBERLAND,5390,VINELAND CITY,230,SOLVE D'IPPOLITO ELEMENTARY SCHOOL,Schoolwide,,N,No,Met Target†,Met Target,N,N,Met Standard,Met Standard,Met Target,Not Met,No,11,CUMBERLAND,5390,VINELAND CITY,230,SOLVE D'IPPOLITO ELEMENTARY SCHOOL,39.57,44.2
11,CUMBERLAND,5390,VINELAND CITY,260,DR. WILLIAM MENNIES ELEMENTARY SCHOOL,KG-05,MRS. ARENA,361 EAST GRANT AVENUE,VINELAND NJ 08360-7107,(856)794-6957,LARENA@VINELAND.ORG,http://www.vineland.org/william-h-mennies/,https://www.facebook.com/MenniesSchool,https://www.twitter.com/MenniesSchool,11,CUMBERLAND,5390,VINELAND CITY,260,DR. WILLIAM MENNIES ELEMENTARY SCHOOL,Schoolwide,,N,No,Met Target,Met Target†,N,N,Met Standard,Met Standard,**,Not Met,No,11,CUMBERLAND,5390,VINELAND CITY,260,DR. WILLIAM MENNIES ELEMENTARY SCHOOL,16.71,28.28
11,CUMBERLAND,5390,VINELAND CITY,270,PAULINE J. PETWAY ELEMENTARY SCHOOL,KG-05,MRS. FREDERICO,1115 SO  LINCOLN AVE,VINELAND NJ 08631-6601,(856)362-8855,JFREDERICO@VINELAND.ORG,http://www.vineland.org/petway/,https://www.facebook.com/Pauline-Petway-Elementary-School-645357285850483/,,11,CUMBERLAND,5390,VINELAND CITY,270,PAULINE J. PETWAY ELEMENTARY SCHOOL,Schoolwide,,N,No,Met Target,Met Target,N,N,Exceeds Standard,Met Standard,**,Not Met,No,11,CUMBERLAND,5390,VINELAND CITY,270,PAULINE J. PETWAY ELEMENTARY SCHOOL,53.32,52.62
11,CUMBERLAND,5390,VINELAND CITY,280,THOMAS W. WALLACE JR. MIDDLE SCHOOL,06-08,MRS. QUINN,688 NORTH MILL ROAD,VINELAND NJ 08360-2635,(856)362-8887,DQUINN@VINELAND.ORG,http://www.vineland.org/wallace/,https://www.facebook.com/ThomasWallaceMS/,,11,CUMBERLAND,5390,VINELAND CITY,280,THOMAS W. WALLACE JR. MIDDLE SCHOOL,Schoolwide,,N,Yes,Not Met,Not Met,N,N,Not Met,Met Standard,Not Met,Not Met,No,11,CUMBERLAND,5390,VINELAND CITY,280,THOMAS W. WALLACE JR. MIDDLE SCHOOL,1.01,6.22
13,ESSEX,0250,BELLEVILLE TOWN,020,BELLEVILLE HIGH SCHOOL,09-12,MR. RHODES,100 PASSAIC AVE,BELLEVILLE NJ 07109-1807,(973)532-5012,CALEB.RHODES@BELLEVILLE.K12.NJ.US,https://hs.bellevilleschools.org/,https://www.facebook.com/BELLEVILLEPS,https://twitter.com/hs_belleville,13,ESSEX,0250,BELLEVILLE TOWN,020,BELLEVILLE HIGH SCHOOL,Schoolwide,,N,No,Met Target,Not Met,Not Met,Not Met,**,**,Met Target†,Not Met,No,13,ESSEX,0250,BELLEVILLE TOWN,020,BELLEVILLE HIGH SCHOOL,18.34,26.34
13,ESSEX,0250,BELLEVILLE TOWN,025,BELLEVILLE MIDDLE SCHOOL,06-08,MR. ROYAL,279 WASHINGTON AVE,BELLEVILLE NJ 07109-3150,(973)532-5011,ROMAIN.ROYAL@BELLEVILLE.K12.NJ.US,https://ms.bellevilleschools.org/,https://www.facebook.com/BELLEVILLEPS,,13,ESSEX,0250,BELLEVILLE TOWN,025,BELLEVILLE MIDDLE SCHOOL,Schoolwide,,N,No,Met Target†,Not Met,N,N,Met Standard,Not Met,Met Target,Not Met,No,13,ESSEX,0250,BELLEVILLE TOWN,025,BELLEVILLE MIDDLE SCHOOL,12.56,24.19
13,ESSEX,0250,BELLEVILLE TOWN,050,BELLEVILLE PS3,PK-05,MR. ACOSTA,230 JORALEMON ST,BELLEVILLE NJ 07109-3210,(973)532-5013,RICARDO.ACOSTA@BELLEVILLE.K12.NJ.US,http://3.bellevilleschools.org/,https://www.facebook.com/BELLEVILLEPS,https://twitter.com/S3_Belleville,13,ESSEX,0250,BELLEVILLE TOWN,050,BELLEVILLE PS3,Schoolwide,,N,No,Met Target,Met Target,N,N,Met Standard,Met Standard,**,Not Met,No,13,ESSEX,0250,BELLEVILLE TOWN,050,BELLEVILLE PS3,23.46,33.4
13,ESSEX,0250,BELLEVILLE TOWN,055,BELLEVILLE PS4,PK-05,MRS. CAVALLO,30 MAGNOLIA ST,BELLEVILLE NJ 07109-1110,(973)532-5014,DORA.CAVALLO@BELLEVILLE.K12.NJ.US,https://4.bellevilleschools.org/,https://www.facebook.com/BELLEVILLEPS,https://twitter.com/S4_Belleville,13,ESSEX,0250,BELLEVILLE TOWN,055,BELLEVILLE PS4,Schoolwide,,N,No,Met Target,Met Target,N,N,Met Standard,Exceeds Standard,**,Not Met,No,13,ESSEX,0250,BELLEVILLE TOWN,055,BELLEVILLE PS4,62.97,58.21
13,ESSEX,0250,BELLEVILLE TOWN,060,BELLEVILLE PS5,KG-05,MRS. GILLIGAN,149 ADELAIDE ST,BELLEVILLE NJ 07109-2207,(973)532-5015,MARYANN.GILLIGAN@BELLEVILLE.K12.NJ.US,https://5.bellevilleschools.org,https://www.facebook.com/BELLEVILLEPS,https://twitter.com/bellevillesuper,13,ESSEX,0250,BELLEVILLE TOWN,060,BELLEVILLE PS5,Schoolwide,,N,No,Met Target,Not Met,N,N,Met Standard,Not Met,Met Target,Met,No,13,ESSEX,0250,BELLEVILLE TOWN,060,BELLEVILLE PS5,40.28,44.51
